"gene_id","C2917WT_MKRN260030422-1A_23M5KWLT4_L1_C2917WT_MKRN260030422-1A_23M5KWLT4_L1","C2893WT_MKRN260030423-1A_23M5KWLT4_L1_C2893WT_MKRN260030423-1A_23M5KWLT4_L1","C2890WT_MKRN260030421-1A_23M5KWLT4_L1_C2890WT_MKRN260030421-1A_23M5KWLT4_L1","M2915WT_MKRN260030426-1A_23M5KWLT4_L1_M2915WT_MKRN260030426-1A_23M5KWLT4_L1","M2916WT_MKRN260030425-1A_23M5KWLT4_L1_M2916WT_MKRN260030425-1A_23M5KWLT4_L1","M2927WT_MKRN260030424-1A_23M5KWLT4_L1_M2927WT_MKRN260030424-1A_23M5KWLT4_L1"
"ENSMUSG00000000693",11.1661532170662,10.5469917348553,10.305073073571,10.7769549801842,11.0689565729998,11.3135661464667
"ENSMUSG00000000706",5.92464037827848,5.76445716042653,5.81215814056909,5.83658359964344,5.70046669922024,5.6954468019813
"ENSMUSG00000000708",10.1262902082973,10.0571623778741,10.0020524680949,10.3393855010956,9.81370508869296,9.98778532008377
"ENSMUSG00000000711",11.4132209670472,11.4139494587254,11.485915463501,11.5205557481179,11.3650540143923,11.5832708606123
"ENSMUSG00000000724",4.74300583880508,5.24633990722894,4.74300583880508,4.74300583880508,4.74300583880508,5.12231174203096
"ENSMUSG00000000730",6.0957919558528,5.70475157607368,5.90339901192026,5.69551438750694,6.32750868205873,6.34000835115246
"ENSMUSG00000000731",4.74300583880508,4.74300583880508,5.12856932483005,4.74300583880508,4.74300583880508,4.74300583880508
"ENSMUSG00000000732",6.82081074588001,7.46153986116481,7.84762908496508,7.92629153199691,7.86398102855007,7.34621051342898
"ENSMUSG00000000738",11.0623405763231,11.2099658534806,11.0144653629413,10.7142292782009,10.9734190701151,11.093360253694
"ENSMUSG00000000739",5.84692570261757,5.73512223080952,5.50745523266119,5.65629113277795,5.87442385354323,5.34019718843047
"ENSMUSG00000000740",8.70204427753379,8.74171035852588,8.88693467623554,8.62075658028317,8.88284467629996,8.20003931147628
"ENSMUSG00000000743",11.5800236009164,11.581432048145,11.3258846449273,11.5180769894441,11.4315340489665,11.3836050487775
"ENSMUSG00000000751",11.5871658681556,11.7181419535547,11.9652839140851,11.3653895093554,11.3168555807484,11.7998948875443
"ENSMUSG00000000753",12.7812819541613,12.4985591318984,12.2990801346255,11.5071195616173,12.7809392675729,12.9232449377503
"ENSMUSG00000000759",10.0998870071679,10.3840799512224,10.3747033019382,10.5088030276403,10.5573365385808,10.5927755451026
"ENSMUSG00000000776",10.20890528166,10.098936352115,10.1401364707638,10.0311221567352,10.0583339461678,10.2430480285579
"ENSMUSG00000000782",9.30442498847643,9.20829152261912,9.00813440495619,9.27431978526381,9.25034245051761,9.36091234946586
"ENSMUSG00000000787",13.8835399706828,13.9700854671754,13.9085326630654,13.9449245803695,13.7375151504959,13.7791440428233
"ENSMUSG00000000791",6.42129479443089,6.21670038402733,6.60234728851339,6.1180267185893,6.79888481943572,6.32124531214373
"ENSMUSG00000000792",5.76209913674449,5.30504786117624,5.77961668548658,5.5715337653156,5.57587835134456,5.58174273882114
"ENSMUSG00000000794",5.76209913674449,5.24633990722894,5.77961668548658,5.65629113277795,5.61962481713429,5.39628124410586
"ENSMUSG00000000804",10.632613838753,10.5721798141617,10.6430185717016,10.6711406526673,10.4028954716235,10.8245055274112
"ENSMUSG00000000805",5.05608758340566,4.74300583880508,4.74300583880508,5.47587617767123,5.42612669515091,5.01160069428371
"ENSMUSG00000000811",9.61316864736906,9.75138442951856,9.36944518838083,10.0736275292667,9.69261429432193,9.4635441766933
"ENSMUSG00000000817",5.28318313984139,5.24633990722894,6.180524763109,5.22570276440214,6.02112688695798,5.34019718843047
"ENSMUSG00000000823",9.74473422350661,9.91913943037594,9.56744861789487,10.293726275338,9.60078282967377,10.1667832372359
"ENSMUSG00000000826",11.4645422302701,11.2229437245053,11.2099597524694,11.3758316641144,11.0757879157683,11.518822574467
"ENSMUSG00000000827",11.6774915940709,11.4902456052613,11.5479578322589,11.7114260467893,11.8777723719417,11.3109252292783
"ENSMUSG00000000838",11.5662346118381,11.4542960048584,11.4634807123523,11.9311686178129,11.515325828434,11.2619958995831
"ENSMUSG00000000861",5.43772082854668,4.99562832666141,5.59527312610201,4.74300583880508,5.02405673365555,5.58174273882114
"ENSMUSG00000000869",6.0957919558528,6.43325694628626,6.15814198594218,6.57692138464273,6.36800284457148,6.24295662294854
"ENSMUSG00000000876",9.72542570718044,9.40888242191489,8.93892116822746,9.78265900386251,9.40612867942219,9.29176378733234
"ENSMUSG00000000881",10.3763582652017,10.2343162557691,9.8761708091186,9.91827353446435,9.96127763096502,10.5477158557149
"ENSMUSG00000000884",8.01355928668829,7.92123515575962,7.98153084692822,8.205578390728,7.96874583098182,7.62893499190748
"ENSMUSG00000000889",4.74300583880508,4.99562832666141,5.01604480744752,4.74300583880508,4.74300583880508,5.12231174203096
"ENSMUSG00000000901",9.26630172038046,8.67908620411575,8.72190456779306,9.06428669605264,8.53419263085562,9.02090123772979
"ENSMUSG00000000902",10.9253278314467,10.9032801341495,11.1061072713792,10.9384378943532,11.2103821329058,10.8311566721179
"ENSMUSG00000000903",4.74300583880508,5.09981451201414,5.34996490863648,5.22570276440214,4.74300583880508,5.12231174203096
"ENSMUSG00000000915",9.37776640717641,9.11048134209751,9.20954567480292,9.91375158640953,9.23575028699553,9.4131435324132
"ENSMUSG00000000916",9.38051387135716,9.21230950026471,9.49418585901108,9.29070577199374,8.87028687632449,9.22362867926536
"ENSMUSG00000000934",8.8799004852774,8.88472510225432,8.79586735028019,8.93013595538701,8.81565342510366,8.91607001363744
"ENSMUSG00000000938",5.28318313984139,5.40637688902222,5.28667642792538,5.29952276896159,5.22827945224309,5.34019718843047
"ENSMUSG00000000942",7.15181262896833,6.88615696759175,6.55507923860264,7.27451491535796,7.31429698347004,7.32052097078583
"ENSMUSG00000000948",4.74300583880508,4.74300583880508,5.34996490863648,4.74300583880508,5.02405673365555,5.12231174203096
"ENSMUSG00000000957",14.2406818399134,14.3623365303356,13.9858482284216,13.651116005536,13.816302790224,14.5220412407867
"ENSMUSG00000000958",8.468104539787,8.93913143791831,8.79272978462878,8.59452201767797,8.78586368368373,8.84460149919582
"ENSMUSG00000000959",10.4130057846213,10.2645741992115,10.1376731657992,10.242973781317,10.3212938159481,10.3794101412246
"ENSMUSG00000000976",9.313080913266,9.48222129095377,9.50952127465807,9.61074495128673,9.48840779979666,9.85621864603611
"ENSMUSG00000000982",7.61092685590891,6.41795673710104,7.15799039513577,6.36010565488865,6.28554142644645,5.88539478200641
"ENSMUSG00000000983",5.05608758340566,4.74300583880508,5.01604480744752,5.13773473275569,5.02405673365555,5.01160069428371
"ENSMUSG00000001016",11.9435913263262,11.8000251089937,12.1421221466493,11.803865675272,11.9748782525586,11.7406887375828
"ENSMUSG00000001017",12.132403650001,12.2180874019577,12.5777097299684,11.9415644892881,12.195379312136,11.901685879808
"ENSMUSG00000001018",10.8140481881612,10.708337177515,10.7338598513967,11.2795992625084,11.1054672678049,10.6448839601217
"ENSMUSG00000001020",6.27023436586873,6.25280342190961,6.58679167687361,7.21510531896115,6.84027396005295,5.96755571266662
"ENSMUSG00000001021",5.99659813201308,6.35469075899853,6.45467271968958,6.6255817863507,6.53479984343489,6.06754325163246
"ENSMUSG00000001023",6.03073198108537,5.94694056015058,5.71068932404701,6.59335494980093,6.96942338593126,5.53978942988901
"ENSMUSG00000001025",16.0015013649953,15.8299769270138,16.0926451214573,16.343639023493,16.5377013366826,14.82939190649
"ENSMUSG00000001027",5.71643084870406,4.99562832666141,5.21452782819507,5.22570276440214,5.22827945224309,5.27790271481299
"ENSMUSG00000001029",7.87081770288918,8.19944562293298,8.21165832803737,6.77535752333456,7.8051858609819,8.1814990917719
"ENSMUSG00000001034",9.93416277555382,9.90433297425325,9.83417942084641,9.88939181547187,9.59888509709676,10.2048509189829
"ENSMUSG00000001036",11.1858914624658,11.0793797521704,10.855729307672,11.1200637331021,10.8433447789818,11.3541504093769
"ENSMUSG00000001039",7.54261702145973,7.28514407512556,7.67907884924042,7.2251896159761,7.91425459193274,7.29433825337078
"ENSMUSG00000001052",11.3425260415445,11.3264703831897,11.244696572501,11.5412108484773,11.2072748026805,11.7801737134177
"ENSMUSG00000001053",9.0759193852429,9.15291939012324,9.04548344936691,7.83885624827383,8.34694020732945,9.09663148638631
"ENSMUSG00000001054",9.47608153344787,9.37345390621519,8.93038658987878,9.55760437858288,9.50269031678877,9.23707067043796
"ENSMUSG00000001056",11.1549806576531,11.3616498766207,11.7724539687228,11.0149800821902,11.5883194422825,10.8939173082618
"ENSMUSG00000001062",9.11936385241924,9.04211875659755,8.88104029554905,9.19445069876297,8.91070385257459,9.36907243273196
"ENSMUSG00000001065",9.23930355000341,9.08440315672019,8.59786830476847,9.31150267138473,8.97660879744575,9.22812332882921
"ENSMUSG00000001076",5.56192989668887,5.09981451201414,5.12856932483005,4.74300583880508,5.02405673365555,5.27790271481299
"ENSMUSG00000001082",11.0606309907513,10.8566386586879,10.7740532357129,11.0816329441548,11.0329024061613,11.0292526476503
"ENSMUSG00000001089",10.6198985625647,10.8017991679152,10.7968621616732,10.6791520284799,10.3316075185168,11.2543187795912
"ENSMUSG00000001098",11.7471646789681,11.4095900992152,11.3893541337944,11.1914964177992,10.5396537526181,11.7367588465892
"ENSMUSG00000001100",11.4125510013416,11.1692854141627,11.0736283673775,11.4920421930317,11.2447344153604,11.1763738903904
"ENSMUSG00000001105",9.53150480406707,9.73613277941028,9.8761708091186,9.80073407431493,9.96127763096502,9.23707067043796
"ENSMUSG00000001119",14.4832822206114,14.2468075098662,14.1964041823602,13.9738808206858,14.1236082761802,14.6806933652364
"ENSMUSG00000001120",9.48631859427564,9.22826998743121,8.89865122201803,9.7407154302734,9.48430090202664,9.70659549774557
"ENSMUSG00000001123",10.3791050781013,10.1183091362778,10.2604894353574,9.56915799059301,10.0262323900808,9.90889827013371
"ENSMUSG00000001127",10.5858288573384,10.6825486373585,10.4717559626252,10.5107996638162,10.6554635794295,10.8088658420233
"ENSMUSG00000001128",10.0610642269936,10.7440990381739,11.2640156663656,10.3167366711345,11.3006191538144,11.0791514221362
"ENSMUSG00000001131",12.1352487624841,12.0657429256596,11.4396924551031,11.1121961147289,12.3538206207367,12.030543135533
"ENSMUSG00000001134",6.51222019817367,6.65492905476934,6.55507923860264,7.05400140533053,7.10934426924263,6.57552902693514
"ENSMUSG00000001138",9.11936385241924,9.42972803996495,9.11738675518319,9.13084288892995,9.22347592938378,9.33198175721698
"ENSMUSG00000001143",8.47328275627063,8.82291843549654,9.16662754572568,8.34736008754033,8.18323387515182,8.87361789915492
"ENSMUSG00000001150",10.407634960411,10.4313059672248,10.5608480970508,10.5335644120485,10.1518525730865,10.932916413767
"ENSMUSG00000001151",9.75957496991043,9.97452817974473,10.2284394855249,9.73730656337809,9.92236856802256,10.6005831078969
"ENSMUSG00000001155",5.50259796365671,4.99562832666141,5.01604480744752,5.36426426779546,5.13984834034447,5.53978942988901
"ENSMUSG00000001156",9.95641121055493,8.93183283647129,8.79586735028019,8.83424790381656,8.71032354339245,9.28530944825695
"ENSMUSG00000001157",9.32454166533192,9.66029421174047,9.49032632787286,9.9510077347285,9.88549511677448,9.5432087940774
"ENSMUSG00000001158",10.5714921236245,10.3955913726773,10.2751309240769,10.3483463202331,10.877370751106,10.0204998773075
"ENSMUSG00000001166",6.0957919558528,5.84707221471221,6.22396804684285,6.06763432127667,6.17324739825647,5.99348872167448
"ENSMUSG00000001173",10.0351695514805,10.194310919818,10.1681659159949,10.323568764844,9.99484245962054,10.659907149325
"ENSMUSG00000001175",14.4371755825626,14.7747215953257,14.6364591262874,14.6982381610538,15.0329176861473,14.2460307620846
"ENSMUSG00000001211",10.6857140302061,10.8150466006873,10.6316877790849,11.0296736179405,10.7456233715665,10.881154538686
"ENSMUSG00000001227",9.32454166533192,8.94880548411983,8.90737621681958,8.78544113092546,8.35600733538476,9.04404276358206
"ENSMUSG00000001228",11.1412965858433,11.482795050931,11.7448148373625,10.9858539297455,11.3959503170194,11.6972641171222
"ENSMUSG00000001229",10.8261745043642,10.95983576452,10.7621124150497,11.0950009321871,10.8687425577197,11.320409986828
"ENSMUSG00000001240",8.44192761736229,8.32043238510094,8.19742660927525,7.83885624827383,8.58126683053808,8.38945038839091
"ENSMUSG00000001247",6.51222019817367,5.87303714170791,5.98671308127443,6.04150096222514,6.21953040901151,6.28277450554551
"ENSMUSG00000001248",10.5905762631336,9.90185036688956,9.72515246007408,9.50443349506133,9.8901562502284,10.4512201099067
"ENSMUSG00000001249",5.61685381727828,6.28778452877813,5.87396000037203,5.73297579250528,5.6610528934982,5.73008214501546
"ENSMUSG00000001260",4.74300583880508,4.74300583880508,5.01604480744752,5.02255519579148,4.74300583880508,4.74300583880508
"ENSMUSG00000001270",9.24835941171279,9.88183394800983,10.0275583209569,9.01155636658437,9.55648907415382,9.75873401474138
"ENSMUSG00000001280",11.4965053338941,11.4572558647865,11.485915463501,11.466043337325,11.1533994446869,11.7590171546318
"ENSMUSG00000001281",9.64320804980746,10.4338848169094,10.0811055054739,8.95974801162493,9.69261429432193,9.99570482800005
"ENSMUSG00000001285",10.1230161437113,10.2587671853247,10.1425955722451,9.96272904244952,10.4319439008569,9.84894968034932
"ENSMUSG00000001288",11.5109738493814,11.3946689455257,10.2995749535739,11.0128687316522,10.9923176406025,11.6752568952448
"ENSMUSG00000001289",11.6935743406718,11.3902508339856,11.3831313969935,11.3369809335337,11.6605254381781,10.9177208662605
"ENSMUSG00000001300",11.5431599892207,11.8800318632618,11.5949318109449,11.9824146083683,12.1071170050569,11.7912052957137
"ENSMUSG00000001305",9.93416277555382,9.95550312167012,10.2885153937049,9.81049841095112,9.77726101353536,9.51223860287659
"ENSMUSG00000001313",8.81220069267836,8.51589835326277,8.28075280071719,8.91509743062069,8.28179893343738,8.13405944514658
"ENSMUSG00000001323",8.64819442988643,8.60135749493503,8.41780891278081,9.06428669605264,8.63057219587609,8.61971425141148
"ENSMUSG00000001333",5.99659813201308,6.37083009578981,6.24506907207458,6.36010565488865,5.99346838132222,6.97798349344766
"ENSMUSG00000001334",6.18647423363894,6.32172340486295,5.90339901192026,6.67241138298528,6.48173860343698,6.06754325163246
"ENSMUSG00000001348",11.3537376607116,12.5505591018261,12.2209914410809,9.8739550677548,10.7953116919497,12.6269916953306
"ENSMUSG00000001349",7.46018291183052,7.89115686929006,7.51858933466893,6.04150096222514,6.96942338593126,7.74173208677251
