"gene_id","T1579KO_MKRN260030400-1A_23M5KWLT4_L1","T2054WT_MKRN260030401-1A_23M5KWLT4_L2","T2055KO_MKRN260030402-1A_23M5KWLT4_L1","T2498WT_MKRN260030403-1A_23M5KWLT4_L1","T2675KO_MKRN260030405-1A_23M5KWLT4_L1","T2785WT_MKRN260030406-1A_23M5KWLT4_L3","T2552WT_MKRN260030404-1A_23M5KWLT4_LX"
"ENSMUSG00000000791",6.63141111703176,6.97731567749776,6.80988760926734,7.63689442113863,6.81233374231526,7.03940119919391,6.98041475721478
"ENSMUSG00000000792",6.76722917808495,6.75770715669665,6.87866762653854,6.25358934370314,6.77134224978183,6.94358431352406,6.46544133211017
"ENSMUSG00000000794",6.76722917808495,6.66589254097376,6.68555526507629,6.25358934370314,6.67708297877763,6.86523778348077,6.81112485049478
"ENSMUSG00000000804",9.96704138262706,10.2129241322147,9.84492573111156,10.1464359952059,10.1120184889085,10.2678807367786,10.5237198517529
"ENSMUSG00000000805",6.39674225251126,6.46026643284637,6.25358934370314,6.25358934370314,6.25358934370314,6.81263233384784,6.25358934370314
"ENSMUSG00000000811",9.86070500252761,9.59038936386849,9.58264338661135,9.40473240475592,9.7072919611729,9.48538781644712,9.51780653962104
"ENSMUSG00000000817",6.53954430701062,6.25358934370314,6.50360465511789,6.25358934370314,6.25358934370314,6.39877713157691,6.5529253398135
"ENSMUSG00000000823",9.58836738011074,10.138254757741,9.5665457281048,9.67721048893423,9.78438721699417,10.5423449752691,9.99264106861531
"ENSMUSG00000000826",11.210411531729,11.1247769695706,11.4115272014461,11.6829468200604,11.2046760290168,11.0257028673679,11.1099836503454
"ENSMUSG00000000827",10.8830415178558,11.0794284482971,10.9533123364339,12.096659712478,10.8594571934231,10.9554183154511,11.1742330658933
"ENSMUSG00000000838",11.0603457594012,11.1212215503075,11.0182238668119,11.672415057519,11.1904238926488,11.7044216633486,10.9638596754516
"ENSMUSG00000000861",6.25358934370314,6.39979454328653,6.45781097870494,8.51465844222961,6.46590557075079,6.39877713157691,7.27115653016662
"ENSMUSG00000000869",6.72644919497926,6.91798576912093,6.982750174355,6.25358934370314,6.83169067123862,7.29799203909092,6.88467291131969
"ENSMUSG00000000876",8.65109722358737,9.31821095913338,8.66629122006766,9.09883451759107,8.62678540038871,9.03864543266145,8.56813653978744
"ENSMUSG00000000881",10.2283006094284,10.4177294712371,10.2759063682007,10.7132337796003,10.3063627478534,10.5181372394294,9.92781588088242
"ENSMUSG00000000884",7.7709701567115,7.37672530451847,7.49167489535542,7.85153340145475,7.6478087909782,7.68278733634752,7.53523147696371
"ENSMUSG00000000889",6.25358934370314,6.25358934370314,6.25358934370314,6.25358934370314,6.25358934370314,6.25358934370314,6.67616190923844
"ENSMUSG00000000901",8.75605780496495,9.50169350830713,9.31945523509518,8.17923897442212,9.00014642971355,9.0211979492843,8.26881906692644
"ENSMUSG00000000902",10.2615045531365,10.4991765085445,10.1614365897646,10.1890903898339,10.1452397756206,10.323124570361,9.80741810678415
"ENSMUSG00000000903",6.39674225251126,6.61095639320366,6.63486159458437,6.25358934370314,6.5535801123564,6.50485042794502,6.25358934370314
"ENSMUSG00000000915",8.98441387311799,9.3917717368259,9.06420455116247,8.75459312416441,9.00252943864281,9.24003030228333,9.25146234898554
"ENSMUSG00000000916",8.85347015898191,9.13396632977749,8.84057888612668,8.46442825100667,8.80300755356831,9.31309104613327,8.84981902168426
"ENSMUSG00000000934",8.78930962004334,8.40312841985718,8.5423486767252,9.40901973625228,8.5821176519419,8.10924975654183,8.57464944208963
"ENSMUSG00000000938",6.45595524919023,6.25358934370314,6.39805607755618,10.6193252773796,7.07893260643931,6.25358934370314,8.75662543768065
"ENSMUSG00000000942",7.91932468119342,7.17444810614929,7.84473316643761,6.25358934370314,7.84496374969958,6.75423106706686,7.55054645164865
"ENSMUSG00000000948",6.25358934370314,6.25358934370314,6.45781097870494,7.24973001938425,6.46590557075079,6.25358934370314,6.91823293800951
"ENSMUSG00000000957",13.7814392312162,13.4560657262545,13.9222804090359,12.7656325786242,13.659891946363,12.958264752316,12.7826421924646
"ENSMUSG00000000958",8.28970801392978,7.79482644311241,8.50152247411833,8.99913483762543,8.30110256934527,7.41936728430411,8.09287225190727
"ENSMUSG00000000959",9.54941512000191,9.70152722489582,9.50641269700069,10.138774866002,9.35220339241389,9.69566250693194,9.78315393365779
"ENSMUSG00000000976",8.71931164960622,8.70689891239781,8.46268233348536,8.80183302153083,8.53253699120402,9.24190410080988,8.86037554940328
"ENSMUSG00000000982",6.80488528615788,6.63942658617123,7.92808915654194,7.24973001938425,7.28344405498635,6.54359893440643,6.72562220123136
"ENSMUSG00000000983",6.57316653081848,6.25358934370314,6.39805607755618,6.25358934370314,6.25358934370314,6.39877713157691,6.84909903803206
"ENSMUSG00000001016",11.656458960171,11.0919386106114,11.4586392051601,10.834861954825,11.524882384975,11.0416907553045,11.2947210000529
"ENSMUSG00000001017",11.9397118028503,11.4747665196714,11.8747011684465,11.7866795646973,11.934723350224,11.4917783679851,11.4601208410721
"ENSMUSG00000001018",10.4184647654744,10.8451271044474,10.5707403081236,11.6313148612943,10.5725178179568,10.3327071536337,10.5057929862518
"ENSMUSG00000001020",7.13421073359525,7.03179639249251,6.77189728935599,7.345253056422,6.90308382831557,7.07676946793992,7.310971578119
"ENSMUSG00000001021",7.04114286536356,6.63942658617123,6.80988760926734,6.25358934370314,7.12907803133627,6.81263233384784,6.98041475721478
"ENSMUSG00000001023",7.04114286536356,6.85236000221186,7.24561919096666,7.43178281698479,7.11684568939076,7.30721347703022,6.84909903803206
"ENSMUSG00000001025",15.4404371011893,15.9810490491769,15.4458936756757,15.3282346330332,15.2535542689898,15.2233819265918,15.4896331691169
"ENSMUSG00000001027",6.53954430701062,6.71417021028837,6.63486159458437,6.25358934370314,6.67708297877763,7.55590432074453,6.46544133211017
"ENSMUSG00000001029",7.36277569201192,6.90224133389339,7.85548403181418,6.65601948166147,7.61242034956082,6.98631643131641,7.310971578119
"ENSMUSG00000001034",9.13184559608072,8.96622973138425,9.16768020193446,9.36554650813095,9.04473521969007,9.39265769828679,9.50131434246493
"ENSMUSG00000001036",10.9910631384877,11.1156166575319,11.148667163785,11.2341390870526,11.0765696207533,10.7520517260024,10.665484371267
"ENSMUSG00000001039",7.62617114911047,7.66642499988511,7.65081861366596,7.83748296798846,7.45747729946372,7.90494158167501,7.51968422473983
"ENSMUSG00000001052",11.3442148613517,10.7834405680679,11.1970456992335,10.819014889304,11.2347493617792,10.7166137530743,11.3191454588488
"ENSMUSG00000001053",8.31163100945547,8.07139285815067,8.62624031990715,7.41087702345926,8.52239465764494,8.64757413752181,7.97389981898462
"ENSMUSG00000001054",9.07556262952243,9.38492960471466,9.04724928574064,9.56679968062757,9.00965388069397,9.23627515071118,9.30587961349443
"ENSMUSG00000001056",11.1928927565088,10.7892173468666,10.8788833717371,10.7370479041026,10.7060482303761,10.7225811100085,10.9300828022563
"ENSMUSG00000001062",8.90550068899252,8.61713662952364,8.74032039368296,9.12530194045737,8.82486280927914,9.03212840161444,9.4016572249529
"ENSMUSG00000001065",8.34383033225341,8.71248952482456,8.37084032690625,7.76452586484798,8.54927030851508,8.9990741222369,8.80127717043512
"ENSMUSG00000001076",6.25358934370314,6.25358934370314,6.25358934370314,6.98291624985148,6.25358934370314,6.50485042794502,6.25358934370314
"ENSMUSG00000001082",10.8074516628443,10.592499649507,10.6834334708165,9.32068463520863,10.5889329357525,10.5830211973736,10.2239966794179
"ENSMUSG00000001089",11.2705406856176,10.7561709446571,11.4017535986275,11.340007216443,11.3582635189734,10.7546423201805,10.9674320275037
"ENSMUSG00000001095",6.45595524919023,6.25358934370314,6.25358934370314,6.25358934370314,6.40378726330072,6.25358934370314,6.25358934370314
"ENSMUSG00000001098",11.5200957960621,11.3349173068728,11.8219521024023,11.4050822638364,11.5529932311769,11.0181806184748,10.9398145438219
"ENSMUSG00000001100",10.6734554749126,11.1048554160754,10.6243391410349,11.0818774518883,10.5780104062394,11.005736617837,10.3035912731582
"ENSMUSG00000001105",9.50785297724562,9.49377996302175,9.55175071798876,10.181654992473,9.59179421623558,9.18846327403158,9.75014349935648
"ENSMUSG00000001119",14.5516940668717,14.2172129978407,14.7655010395444,12.9051676411767,14.6067241418764,13.9431213696455,13.0633057085985
"ENSMUSG00000001120",9.81293043011476,9.83485058380552,9.89367294673835,10.0679113852607,9.75683437008893,9.71587274067281,9.3873406568635
"ENSMUSG00000001123",9.58551853725789,9.2909756095719,9.86414812513946,9.5970947342849,9.63791938754763,9.40937425922629,9.57563301496688
"ENSMUSG00000001127",9.977900595388,10.0827256748003,10.0369990552054,10.073282781255,10.0317417173966,10.2366556821984,10.6786296949478
"ENSMUSG00000001128",10.0961853576363,9.14825502942514,10.2901457988734,9.311537497164,10.1217431820912,8.55185457458245,9.99029195339785
"ENSMUSG00000001131",11.5200957960621,10.8561750823108,11.1196353634807,11.3006430257193,10.8843500157162,10.1346884252885,10.9745502269985
"ENSMUSG00000001134",7.33724661640315,7.43527017778674,7.61157403068022,7.95824424515126,7.52229753403028,7.29799203909092,7.47155564085463
"ENSMUSG00000001138",8.83649102516159,9.22912463868,8.84552660424379,8.03243643546215,8.95160028848856,9.3184199743002,8.63808759636103
"ENSMUSG00000001143",7.92428915627835,8.29293950751346,8.19754962009654,8.32021385576952,7.98248914279202,8.21005146890374,8.56813653978744
"ENSMUSG00000001150",10.2109457999833,10.3815989143388,10.0642215138128,9.01057420401283,10.2064111139542,10.7802946173544,10.107592050858
