"gene_id","KO2869M_MKRN260030436-1A_23M5KWLT4_L1_KO2869M_MKRN260030436-1A_23M5KWLT4_L1","KO2881C_MKRN260030434-1A_23M5KWLT4_L1_KO2881C_MKRN260030434-1A_23M5KWLT4_L1","KO2882C_MKRN260030435-1A_23M5KWLT4_L1_KO2882C_MKRN260030435-1A_23M5KWLT4_L1","KO2883M_MKRN260030438-1A_23M5KWLT4_L1_KO2883M_MKRN260030438-1A_23M5KWLT4_L1","KO2884M_MKRN260030437-1A_23M5KWLT4_L1_KO2884M_MKRN260030437-1A_23M5KWLT4_L1","KO2868C_MKRN260030433-1A_23M5KWLT4_L1_KO2868C_MKRN260030433-1A_23M5KWLT4_L1","WT2868C_MKRN260030427-1A_23M5KWLT4_L1_WT2868C_MKRN260030427-1A_23M5KWLT4_L1","WT2869M_MKRN260030430-1A_23M5KWLT4_L1_WT2869M_MKRN260030430-1A_23M5KWLT4_L1","WT2881C_MKRN260030428-1A_23M5KWLT4_L1_WT2881C_MKRN260030428-1A_23M5KWLT4_L1","WT2882C_MKRN260030429-1A_23M5KWLT4_L1_WT2882C_MKRN260030429-1A_23M5KWLT4_L1","WT2883M_MKRN260030432-1A_23M5KWLT4_L1_WT2883M_MKRN260030432-1A_23M5KWLT4_L1","WT2884M_MKRN260030431-1A_23M5KWLT4_L1_WT2884M_MKRN260030431-1A_23M5KWLT4_L1"
"ENSMUSG00000000093",7.54294042133252,7.67588451337838,7.79224503195984,7.48442401966605,7.84111764454024,7.96842490534897,8.3458563133182,8.20249019745085,8.50850950850821,9.03741633955392,8.08391652780709,8.48272588320749
"ENSMUSG00000000094",6.18389389685616,6.01639165771519,6.01639165771519,6.01639165771519,6.18219404959089,6.01639165771519,6.01639165771519,6.01639165771519,6.01639165771519,6.39415906467384,6.01639165771519,6.20614314251999
"ENSMUSG00000000120",6.42554459716007,6.56723080583087,6.78814464875341,6.62079359880614,6.51163737656961,6.79984748135692,6.39524889017581,6.27803947085866,6.384850016858,6.58105195205153,6.01639165771519,6.28454806500985
"ENSMUSG00000000126",8.78315904723905,8.66034717268312,8.89096915790749,8.79366619679212,8.38895694936954,8.93743344413992,8.86826819091169,7.96829865512719,8.33746004505896,8.50555937204413,8.02168323330507,8.51962303709998
"ENSMUSG00000000127",9.39383027221018,9.41723083880644,9.39521843317325,9.41044944706361,9.36580436764406,9.05857418236787,9.41182415786736,9.82544680904735,9.80449438838335,9.68267146537491,9.96605705373221,9.77481884803276
"ENSMUSG00000000131",10.4834522070155,10.6514511115498,10.5143057703201,10.5250227207799,10.4486129429895,10.654730655221,10.235707971475,10.1506097271044,10.1377042338427,10.0137005939998,10.0151483500884,10.1485191054822
"ENSMUSG00000000134",10.6196882397016,10.5322231436397,10.6217815996722,10.6408572525484,10.6211278239981,10.7077511154363,11.1853125111581,10.8944747317537,10.8687374176738,10.7420928951217,10.8584202388633,10.8756446100321
"ENSMUSG00000000142",7.91523219297282,7.70058913453631,7.4432564391149,7.81490324267766,7.89268711478056,8.0204724015837,7.59292055746936,7.66343341563934,7.74851068369485,7.73063948447304,7.57307571310667,7.76743247609465
"ENSMUSG00000000148",9.10299551001878,9.32864681011867,9.30238073511434,9.1518080035824,9.00611016409735,9.33296079570158,9.11084522757886,9.45767811844355,9.16291637063078,9.32353018415088,9.20187229230205,9.31654151490905
"ENSMUSG00000000149",11.215002101325,11.0852579921735,11.2241808462177,11.3446508360582,11.010867773837,11.2175882056767,11.2115168908312,10.9892897368926,10.8605157355922,11.0509657067227,10.7550353305525,10.9851672328546
"ENSMUSG00000000154",6.25314292536369,6.50283475976689,6.46547982438613,6.47940481097593,6.45362970819315,6.62618885287187,6.58266959763845,6.46834989759732,6.46705209587174,6.34378034194148,6.33811575450001,6.6412835011641
"ENSMUSG00000000157",6.01639165771519,6.01639165771519,6.01639165771519,6.01639165771519,6.34745210841255,6.01639165771519,6.51650614264722,6.01639165771519,6.33570175276941,6.39415906467384,6.47044530886235,6.20614314251999
"ENSMUSG00000000159",6.18389389685616,6.38485021818306,6.31106480757326,6.40818569017455,6.85061576941813,6.4346045171601,7.52478055108749,7.33177993033057,7.19472266336684,7.33587406767713,7.38234038732206,7.12801764524557
"ENSMUSG00000000167",6.84301926992348,6.83164066012407,6.8565948847808,6.86511761058146,6.81872172731601,6.73581909781066,6.83350110874575,6.85359327099649,6.87033289005375,6.91046023384151,6.9831244167316,6.6412835011641
"ENSMUSG00000000168",10.943745558761,11.0069908667658,10.7992542689612,10.8379887532274,10.6863783095067,10.7523473023077,10.620868756805,10.7631112323469,10.912340738487,10.7974916796578,11.0930600693546,10.7710699760731
"ENSMUSG00000000171",11.3443152227604,11.3922001915781,11.0585569411275,11.3013454528802,11.2690126412805,11.0416994208102,10.464317428138,10.5947920179318,10.8313642359686,10.7298033862633,11.017014808702,10.7066055298341
"ENSMUSG00000000182",6.01639165771519,6.01639165771519,6.01639165771519,6.32024553566004,6.01639165771519,6.29072237743127,6.2062280562217,6.01639165771519,6.27728409928404,6.01639165771519,6.01639165771519,6.20614314251999
"ENSMUSG00000000183",6.01639165771519,6.01639165771519,6.01639165771519,6.2646397379072,6.01639165771519,6.01639165771519,6.01639165771519,6.01639165771519,6.01639165771519,6.01639165771519,6.01639165771519,6.01639165771519
"ENSMUSG00000000184",11.8554809404626,12.1425202989754,11.6072684380951,11.6659664652774,11.689821698023,11.8687141521226,11.0595912700145,11.6304754047843,11.1242243330726,11.2736046571458,11.6593490136049,11.4605690593364
"ENSMUSG00000000194",10.8067600376043,11.0596387198923,10.9003369906069,10.7601068583561,10.8733208852824,10.7265567688508,10.7536071620947,10.6244120364875,10.6853718843023,10.6883888251897,10.7074166105672,10.6441876200994
"ENSMUSG00000000197",6.30618956055063,6.33570192747466,6.3564548705593,6.19203769948702,6.18219404959089,6.58463697362177,6.74440646210812,6.4292501558031,6.81151081816625,6.63977826270731,6.43116687304668,6.69477648447419
"ENSMUSG00000000202",6.30618956055063,6.20099607765535,6.43240438126324,6.2646397379072,6.61032656504613,6.01639165771519,6.01639165771519,6.20153119697975,6.01639165771519,6.28389397460609,6.01639165771519,6.20614314251999
"ENSMUSG00000000204",8.58877590940078,8.66809278820876,8.66017236586684,8.33555817091842,9.94455599618447,8.26471762185176,8.16274028874217,8.47016040292343,7.00853449679231,8.18102785351486,8.33207856789812,8.27587475816499
"ENSMUSG00000000223",6.85894374866456,6.67666883038076,7.04503719747363,7.11503041022164,7.13732742997975,6.78438541631096,6.83350110874575,6.74954357616244,7.08469538808779,6.76563830594144,6.79654506262248,6.39508015123197
"ENSMUSG00000000244",7.77857028519443,7.7717739056452,7.39891212215945,7.72438635410408,7.94220232892327,7.75846256129483,7.56421530425706,7.49038045226028,7.43623529970713,7.32393476434647,7.38234038732206,7.19888985322759
"ENSMUSG00000000247",6.01639165771519,6.27728424221995,6.31106480757326,6.01639165771519,6.38632682543336,6.4346045171601,6.01639165771519,6.27803947085866,6.384850016858,6.01639165771519,6.01639165771519,6.01639165771519
"ENSMUSG00000000248",6.01639165771519,6.27728424221995,6.18671823014897,6.01639165771519,6.48356593023813,6.64588082870072,6.64155924278214,6.27803947085866,6.33570175276941,6.20567963700653,6.01639165771519,6.43947705631028
"ENSMUSG00000000253",8.80347587232202,8.73957609620738,9.06926918655943,8.91576815020929,8.43039883656971,9.21306911002585,9.03143160993976,8.48357078181805,8.32258401575174,8.57250344895233,8.56667184686687,8.55996634046731
"ENSMUSG00000000263",6.01639165771519,6.01639165771519,6.01639165771519,6.01639165771519,6.01639165771519,6.01639165771519,6.01639165771519,6.01639165771519,6.01639165771519,6.01639165771519,6.01639165771519,6.39508015123197
"ENSMUSG00000000266",7.61007935295792,7.6924113821236,7.92608019378386,7.69510544836072,7.70505786632611,7.67549907363591,7.80028895789049,7.57561912219176,7.38359364067555,7.22304629889009,7.77590738003174,7.67432632182934
"ENSMUSG00000000275",10.4939987575748,10.8760984676523,10.6126396182515,10.4164106277873,10.9982335439931,10.5164175947812,10.3257557135922,10.4838803965512,10.1899233113499,10.3593268194007,10.3817375306837,10.4688690323933
"ENSMUSG00000000276",8.82349862781451,8.85555314677971,8.76821474539869,8.71824858524351,8.71993390713128,8.85039847549347,8.36131294952962,8.64682282025372,8.71366930434413,8.51921497413118,8.70700903979546,8.89526380276147
"ENSMUSG00000000278",12.139295597918,11.9874706341844,11.9628414441578,11.9398888372082,12.0574819564683,11.7673972848302,12.29123524865,12.3458460766219,12.430213967848,12.4584033355074,12.4909576584257,12.3697965302741
"ENSMUSG00000000282",9.27556381415149,9.46609321832377,9.2982026774198,9.10920286189492,9.14536433471336,9.2092135533074,9.33796180337846,9.48610769830335,9.71572596588054,9.36604172117029,9.47549446163666,9.41793350239959
"ENSMUSG00000000290",10.2038705322649,10.1539766009711,10.0027781350052,9.87451129407905,10.5033432962997,9.64871025412688,10.1919474667816,10.4029793881586,9.9928985471354,10.1564385956713,10.4700589694092,10.1312553012254
"ENSMUSG00000000295",9.34183065549102,9.25456766986509,9.48601206993157,9.18835748497599,9.19741569643815,9.36443847153138,9.69178459049557,9.44881468706164,9.69728949602499,9.50216945056566,9.34890679099773,9.57372711036018
"ENSMUSG00000000296",7.58813368056005,7.09918054538469,7.19999863929671,7.34195644963665,7.65831348783146,7.23855370061321,8.49758042164228,8.67416393378941,8.89214932916702,8.72482088338529,8.70700903979546,8.76468258290487
"ENSMUSG00000000301",7.72720487351261,7.7485115353356,7.42573596485274,7.69510544836072,7.55135912655897,7.52499800493932,7.76813316706725,7.53852718528314,7.65912203748168,7.85745049766839,7.545044725706,7.57322688323592
"ENSMUSG00000000303",7.22377454549305,7.40496081227813,7.15498961953618,7.38183294394066,7.44153390254842,7.38344353514487,6.81225068326524,6.89142466693442,7.06997599639549,6.69314682530579,6.62910842946256,7.01869205776536
"ENSMUSG00000000305",6.18389389685616,6.01639165771519,6.01639165771519,6.01639165771519,6.01639165771519,6.1749355070978,6.01639165771519,6.01639165771519,6.01639165771519,6.20567963700653,6.01639165771519,6.28454806500985
"ENSMUSG00000000308",6.01639165771519,6.01639165771519,6.18671823014897,6.01639165771519,6.01639165771519,6.29072237743127,6.51650614264722,6.4292501558031,6.46705209587174,6.47840645791544,6.79654506262248,6.01639165771519
"ENSMUSG00000000317",8.73253675808015,8.4598902841191,8.80441170347313,8.25730798170898,8.96399798850442,8.38225897918116,8.44086188099274,9.14499658855857,8.26656608005136,8.94415012072207,9.31479218000224,8.67834673586946
"ENSMUSG00000000318",7.18135936560549,7.33952720294241,7.08317710748903,6.9466586738772,7.78115982950051,7.3428902491827,7.67499703301182,7.02711543135813,7.35071724067176,7.03275959498948,6.89539318384783,6.91258486312185
"ENSMUSG00000000320",6.59311462738773,6.5966415424653,6.67082151714621,6.40818569017455,6.67425188567859,6.64588082870072,6.72020681881482,6.56881050320774,6.83164022380417,6.76563830594144,6.27925915622721,6.7198976523835
"ENSMUSG00000000325",7.50385178564306,7.65912285361077,7.70566020673198,7.54506813820772,7.67185892303815,7.66934539439898,7.86968690569497,7.77631963993932,7.7794287060584,8.06508918407285,8.05317780895041,7.83860340295382
"ENSMUSG00000000326",10.9165885570128,10.6788397226083,11.0213866234734,11.0320263819286,11.0006486267087,10.9691435343158,11.2305248650755,10.9786335195102,11.1480544689988,10.9960038373899,10.876745816468,10.8521776800522
"ENSMUSG00000000339",10.6164752822395,10.3348719935352,10.2331695107926,10.4435952770757,10.5535981598321,10.3391016329983,10.1695560176246,10.28295572927,10.4224696828854,10.1996516915986,10.5271164814882,10.2169315318689
"ENSMUSG00000000340",9.39193804065463,9.14658907078327,8.96451356075411,9.20509440085814,9.52304923310467,8.90182856381079,9.96361813961811,10.1106385545608,9.90260187070696,10.170521120634,9.90385578519887,10.0354946998307
"ENSMUSG00000000346",12.3909575581413,12.398232476292,12.3915852774926,12.3678504194124,12.3285029097343,12.4155315632094,12.2687656597592,12.278925394017,12.3854081920498,12.2003128496579,12.2632296392394,12.3889293101141
"ENSMUSG00000000355",9.9320633350495,9.85356016383547,9.97053567500355,9.87747529624333,10.0801405409187,9.87954630644071,9.86589702315848,9.75013378698603,9.93909410884451,9.65480346623471,10.0091032407696,9.81690216938364
"ENSMUSG00000000359",8.89812895590989,8.83175113345072,9.15751844252016,9.0226116101544,9.07514488539044,9.10299034927867,7.77625239213364,7.94166015470625,7.79459657886269,8.58118533829437,8.07170917762313,7.74274978126053
"ENSMUSG00000000365",6.30618956055063,6.38485021818306,6.01639165771519,6.01639165771519,6.2507429691499,6.01639165771519,6.28466789291354,6.20153119697975,6.33570175276941,6.43844943008895,6.01639165771519,6.43947705631028
"ENSMUSG00000000374",9.50647380620914,9.70469407949219,9.53641038215205,9.22163475444995,9.50260580481615,9.4885482757793,9.41422109460811,9.51610046264295,9.4660918990181,9.31077960973046,9.45999737352024,9.26697041447211
"ENSMUSG00000000378",10.5234670206754,10.4859035260395,10.6545436220979,10.5895229484567,10.4556794958372,10.5590266337344,10.6063752038052,10.7648849315581,10.3607824760206,10.5986837703984,10.5323841364888,10.7066055298341
"ENSMUSG00000000384",10.4567420767091,10.4044680634575,10.4680375788457,10.400055012867,10.3562720866844,10.4597099661028,10.3669032751404,10.5147959803233,10.4112442437202,10.4658470979683,10.2173466987483,10.431788812857
"ENSMUSG00000000385",6.01639165771519,6.01639165771519,6.01639165771519,6.01639165771519,6.01639165771519,6.01639165771519,6.34472617000763,6.01639165771519,6.46705209587174,6.01639165771519,6.01639165771519,6.01639165771519
"ENSMUSG00000000386",8.18304693050085,8.69107065878676,8.48772944519125,7.96627388911043,9.35822497018216,7.87832249000985,7.43061234541309,7.70498739498799,7.31677846538817,7.86495608844,7.60941365364257,8.50590419313058
"ENSMUSG00000000392",8.70805541421987,9.08217654720475,8.97245063930903,8.34890082715559,8.94628141295841,8.77345068144758,9.05943315821015,9.09448522553425,9.07066492512601,8.85841360703392,8.87204879664452,9.07677851308765
"ENSMUSG00000000394",6.01639165771519,6.01639165771519,6.01639165771519,6.01639165771519,6.01639165771519,6.01639165771519,6.01639165771519,6.38591394445217,6.01639165771519,6.01639165771519,6.01639165771519,6.20614314251999
"ENSMUSG00000000399",11.6101902441062,11.4052509048237,11.5815491682299,11.7468596917388,11.3802687593379,11.5450649669521,11.2345655763082,11.4395390929784,11.5286044033071,11.4845005279346,11.5406486833856,11.4805330262772
"ENSMUSG00000000402",6.39010274607543,6.50283475976689,6.18671823014897,6.19203769948702,6.34745210841255,6.3701976183912,6.01639165771519,6.27803947085866,6.50283449503546,6.28389397460609,6.38763179753248,6.79001870640066
"ENSMUSG00000000409",7.45506276919193,7.29351945533368,7.39891212215945,7.21215115516202,7.5735594704092,7.36740843545937,6.6689028731334,6.87274187748572,6.88896616794455,6.92907886728682,6.9316296994393,6.7198976523835
"ENSMUSG00000000416",6.48831877329957,6.46705234145518,6.55223903871155,6.62079359880614,6.61032656504613,6.58463697362177,6.72020681881482,6.50423347766183,6.27728409928404,6.69314682530579,6.62910842946256,6.51628433456736
"ENSMUSG00000000420",13.1219247942685,13.2661557251961,13.0853745206145,13.1149088675838,12.5614728278712,13.1584471033942,12.787920226794,12.9922045310663,12.7173384109278,12.4604046247873,12.8365673744513,12.7811447679651
"ENSMUSG00000000439",8.9115199266139,9.0677737449097,8.84547833280316,8.77438593377456,8.70788478272828,8.98806160292829,8.72314072578629,8.92133708425249,8.95003318922645,8.91048697605707,9.03165247998048,8.96283208435407
"ENSMUSG00000000440",6.91953498062052,7.29351945533368,7.33356869239534,7.0624025598858,7.31008664347955,7.15245183708229,7.8469868544607,7.35433574308343,8.50416101536855,7.56012118856206,7.96961226803381,8.13181404774813
"ENSMUSG00000000441",8.96126245450436,9.50697919562797,8.55364181759967,8.86214763573035,8.98645077238408,9.21499293852313,7.86968690569497,8.32313567970251,8.74688792175105,8.14552318305313,8.43832248370774,8.3908249219207
"ENSMUSG00000000486",8.19666389357095,7.92327954310511,8.40254217921331,8.05238227687456,8.45612072550932,8.01582799785365,8.24355264601201,8.26680893103483,7.83171038675664,7.93761776130723,8.01528994611607,8.28674556695193
"ENSMUSG00000000489",9.52383308818457,9.28714680761297,9.70309059537216,9.2169287211777,9.55151623260887,9.24353959064933,9.57267717842797,10.0077952300769,9.12173365217238,9.69640368940997,10.0136394644761,9.71992458344884
"ENSMUSG00000000530",8.68313033064785,8.61694505517147,8.75593516625487,8.28545646791422,8.7843839792801,8.4673954161603,8.38164736032614,8.52733541921315,8.43719634821146,8.28210854544874,8.17763491362467,8.5687711780035
"ENSMUSG00000000531",9.91642883020108,9.92334360895469,10.1698998427614,10.0290417881077,9.89721488526409,10.0771770943593,9.45668695817765,9.28148921305347,9.55083889318962,9.51774913362458,9.72339078952578,9.36938072422611
"ENSMUSG00000000532",9.38624612790192,9.39674582106065,9.26646688817037,9.15919427528759,9.39757156684773,9.54142287708587,8.98672802059975,8.9180992063031,8.95003318922645,8.79693329001368,9.05853972758477,8.69844971497629
"ENSMUSG00000000538",9.67120802027243,9.88644183522661,9.63709460055896,9.54374468574058,9.71869169442292,9.8417204366373,9.71135013467141,9.53922975635562,9.69357341245515,9.30307367289964,9.56301569561423,9.55000722993024
"ENSMUSG00000000544",6.01639165771519,6.01639165771519,6.01639165771519,6.01639165771519,6.01639165771519,6.01639165771519,6.01639165771519,6.01639165771519,6.27728409928404,6.01639165771519,6.20239542172056,6.01639165771519
"ENSMUSG00000000552",9.97419731662128,9.85022999161544,10.2233632770937,9.92551428265006,10.028862097534,10.0161100578617,9.86065611009637,9.62619756236668,9.58938905637764,9.74061448451988,9.28235955537625,9.66082178242674
"ENSMUSG00000000555",12.666936017822,12.7691508192564,13.0922557250085,12.6054761227379,13.0562450063767,12.9681144008339,12.8086091224604,12.7659076361513,12.9470242891613,12.7213046695413,12.8164496055929,12.9291326868936
"ENSMUSG00000000560",6.01639165771519,6.20099607765535,6.01639165771519,6.32024553566004,6.38632682543336,6.24049398404641,6.2062280562217,6.01639165771519,6.27728409928404,6.01639165771519,6.47044530886235,6.01639165771519
"ENSMUSG00000000561",11.1751952833976,11.026225385461,11.0930016518848,11.1917716650518,11.1743386378625,11.0184629346097,11.3741834919953,11.2894025127003,11.0553226853026,11.2994022203354,11.1503101354093,11.0951095487701
"ENSMUSG00000000562",6.51667034908635,6.53607387602317,6.73208454254087,6.62079359880614,6.7503499274292,6.58463697362177,6.34472617000763,6.59830339904156,6.33570175276941,6.34378034194148,6.43116687304668,6.28454806500985
"ENSMUSG00000000563",12.8131558888226,12.5850286089233,12.5538441582867,12.7130201234733,12.7256267897472,12.4340134440414,12.8238775224649,12.8845079739369,12.9659034866297,12.919898849642,12.95641722997,12.807565176276
"ENSMUSG00000000567",10.270875056721,10.288982847716,10.5017523312517,10.2101768610162,9.97321348697103,9.99848961234077,11.1088576157845,10.9201634097815,11.8729018234712,10.7829259873552,11.7632104713526,11.4542371208631
"ENSMUSG00000000568",12.7446552892701,12.4224254911001,12.5151811081828,12.731481041712,12.6106775034315,12.5291546032176,12.7876912198666,12.7173345162683,12.7324931056884,12.8441916385662,12.6748025627659,12.6792485561586
"ENSMUSG00000000579",7.86939536873313,7.67588451337838,8.08822768984181,8.22854568585812,7.88141145125905,7.96358543970995,8.40663840476063,8.14062148993572,7.96337450768659,8.30355629349245,8.01528994611607,7.90587626705174
"ENSMUSG00000000581",11.7174153244532,11.5034993621286,11.573015730281,11.7850763084522,11.3417512115396,11.5675671884957,11.4168828490705,11.4489397312356,11.3634130993366,11.5439686977145,11.693086398707,11.5257015757063
"ENSMUSG00000000594",10.709118260204,10.578100146141,10.6610073988326,10.7391475687682,10.9434226466365,10.7043669370565,10.9887749940782,10.9041617905793,10.7721044580769,10.8359217338096,10.7702672328848,10.8318810100471
"ENSMUSG00000000600",9.44763373420334,9.50485640908741,9.51502972049565,9.46686003688655,9.53484008744481,9.6099650646611,9.88322919626705,10.0824078583549,9.51964838066363,9.91834800271879,10.0582282753969,9.80967187565678
"ENSMUSG00000000605",9.72763243379266,9.84856198986355,9.80915368223502,9.72447922974536,9.82654791275351,9.88195264032285,9.69964306628839,9.77685950058681,9.55699568116018,9.69249368064149,9.6972566002592,9.7969300800436
"ENSMUSG00000000617",6.18389389685616,6.56723080583087,6.31106480757326,6.01639165771519,6.01639165771519,6.01639165771519,6.01639165771519,6.01639165771519,6.01639165771519,6.01639165771519,6.27925915622721,6.01639165771519
"ENSMUSG00000000627",6.63864522432718,6.42806327132227,6.39637539632839,6.36703704040191,6.81872172731601,6.4346045171601,6.47973558076777,6.59830339904156,6.33570175276941,6.66704652596537,6.83766764533469,6.20614314251999
"ENSMUSG00000000628",10.5413706776564,10.6274141860034,10.4808877260746,10.2066520401596,10.0732552057333,10.5672498556732,10.3582730138359,10.2273562843816,10.7553486628648,10.1830781913773,10.8381589234418,10.6472221431839
"ENSMUSG00000000631",10.0369669977438,10.3677703798693,10.030562843434,9.97614302145408,9.9432968997098,10.3250532858595,9.4046089206218,9.42188703741112,9.69171173079231,9.47048760372776,9.48208460649878,9.53690031669861
"ENSMUSG00000000632",6.39010274607543,6.33570192747466,6.31106480757326,6.19203769948702,6.30325508998725,6.24049398404641,6.2062280562217,6.46834989759732,6.384850016858,6.28389397460609,6.38763179753248,6.20614314251999
"ENSMUSG00000000673",6.48831877329957,6.7011438790497,6.71230740315206,6.66844090868404,6.97982930937682,6.75239507241341,6.43966531171005,6.38591394445217,6.56723050684262,6.58105195205153,6.60098695862167,6.34457972560115
"ENSMUSG00000000682",10.6916716139677,10.2716994516585,10.6569709443121,10.6083218633374,10.8792401835087,10.4040159337592,10.2820902538064,10.4522849521748,9.84521875541538,10.2614662554246,9.54005857769631,10.1556514346395
"ENSMUSG00000000686",6.73933922176189,6.92495468670695,6.75128798448928,6.77376107136859,6.96644945143522,6.96412814039557,6.61288250491715,6.65299666028327,6.81151081816625,6.47840645791544,6.57136142930382,6.39508015123197
"ENSMUSG00000000690",10.3763497884064,10.1753878337175,10.5495800698709,10.5813904055705,10.3092391223689,10.3599196953021,10.7136079901251,10.5594459056212,10.4380393504824,10.5413958371782,10.5143947701541,10.5693688495451
"ENSMUSG00000000693",11.3024872966455,11.4343283189509,11.9474113489612,11.5661558678844,11.586761024508,11.9255574346997,10.6970962431966,10.453386096903,10.6844403243522,10.6142001406395,10.0596909186128,10.7046650829296
"ENSMUSG00000000706",6.68088763790294,6.85123566727231,7.26384989988019,6.51107365059485,6.95285115064986,6.60579932644208,6.58266959763845,6.01639165771519,6.27728409928404,6.39415906467384,6.62910842946256,6.7198976523835
"ENSMUSG00000000708",9.68205565449288,10.0749892299612,9.76164380436763,9.82623141596441,9.89461069813163,9.94888389759715,9.6437011675079,9.75730973667775,9.54465532035439,9.52657567622924,9.48864429199327,9.8855433113691
"ENSMUSG00000000711",10.8137877903491,10.9234344291743,10.723324183037,10.8560695217266,10.866052970095,10.9186584730998,10.7327939815428,10.7772399743176,11.0144177081575,10.7929557201632,10.7185462875432,10.8112939731797
"ENSMUSG00000000724",6.01639165771519,6.01639165771519,6.18671823014897,6.2646397379072,6.30325508998725,6.01639165771519,6.01639165771519,6.01639165771519,6.20099597637832,6.01639165771519,6.27925915622721,6.01639165771519
"ENSMUSG00000000730",7.07839862177339,6.9071649456759,6.91935060748808,6.69092527602975,7.10334858043238,7.07963436372206,6.9677389031607,6.96204486166199,6.97609907526677,6.66704652596537,7.25414079099964,6.69477648447419
"ENSMUSG00000000732",8.21014063540673,8.4141152583095,8.32010328072205,8.25730798170898,8.20015837514931,8.27619013676952,7.94954225066012,7.82163809355347,8.01492742508396,7.83465558682129,7.44621256528501,7.99706475779719
"ENSMUSG00000000738",10.6324687514591,10.6628476615367,10.6398930126764,10.8296252011726,10.5312006739361,10.5967620852216,10.4700489243299,10.7152932371724,10.7166911880761,10.649766807046,10.8080902268723,10.7458184970419
"ENSMUSG00000000739",6.68088763790294,6.42806327132227,6.49621327396621,6.75399517280177,6.63241827419208,6.60579932644208,6.55065936279721,6.56881050320774,6.70114350977737,6.76563830594144,6.57136142930382,6.6412835011641
"ENSMUSG00000000740",9.34574870047941,9.17101136128624,9.33332849951502,9.00627575063399,9.13649865985975,9.04127639864485,9.58759243148101,9.48610769830335,9.38754409448098,9.44042153505617,9.08201378299918,9.18778279932832
