"gene_id","WT2888P_OE_MKRN260030412-1A_23M5KWLT4_L1_WT2888P_OE_MKRN260030412-1A_23M5KWLT4_L1","WT2896P_OE_MKRN260030411-1A_23M5KWLT4_L1_WT2896P_OE_MKRN260030411-1A_23M5KWLT4_L1","WT2898C_OE_MKRN260030409-1A_23M5KWLT4_L1_WT2898C_OE_MKRN260030409-1A_23M5KWLT4_L1","WT2909P_OE_MKRN260030413-1A_23M5KWLT4_L1_WT2909P_OE_MKRN260030413-1A_23M5KWLT4_L1","WT2910C_OE_MKRN260030408-1A_23M5KWLT4_L1_WT2910C_OE_MKRN260030408-1A_23M5KWLT4_L1","WT2921C_OE_MKRN260030407-1A_23M5KWLT4_L1_WT2921C_OE_MKRN260030407-1A_23M5KWLT4_L1","WT2965C_OE_MKRN260030410-1A_23M5KWLT4_L1_WT2965C_OE_MKRN260030410-1A_23M5KWLT4_L1","KO2897P_OE_MKRN260030419-1A_23M5KWLT4_L1_KO2897P_OE_MKRN260030419-1A_23M5KWLT4_L1","KO2908P_OE_MKRN260030420-1A_23M5KWLT4_L1_KO2908P_OE_MKRN260030420-1A_23M5KWLT4_L1","KO2912C_OE_MKRN260030414-1A_23M5KWLT4_L1_KO2912C_OE_MKRN260030414-1A_23M5KWLT4_L1","KO2913C_OE_MKRN260030417-1A_23M5KWLT4_L1_KO2913C_OE_MKRN260030417-1A_23M5KWLT4_L1","KO2918C_OE_MKRN260030415-1A_23M5KWLT4_L1_KO2918C_OE_MKRN260030415-1A_23M5KWLT4_L1","KO2960C_OE_MKRN260030416-1A_23M5KWLT4_L1_KO2960C_OE_MKRN260030416-1A_23M5KWLT4_L1","KO2966P_OE_MKRN260030418-1A_23M5KWLT4_L1_KO2966P_OE_MKRN260030418-1A_23M5KWLT4_L1"
"ENSMUSG00000000204",189.942224341482,127.732073411436,254.421604447517,168.251775950922,149.840547829866,405.736083855608,208.811908647975,775.912828886693,833.174227189923,358.743921401417,435.854175960606,648.273053466277,317.504488329196,422.494567008818
"ENSMUSG00000000216",0,0,0,0,0,0,1.70458700937122,0,0,0,0,0,0,0
"ENSMUSG00000000223",16.9591271733466,27.9413910587517,23.5109073416847,21.1516518338302,19.3342642361118,50.717010481951,37.5009142061669,35.9694688887871,26.6360047055602,20.0474544312556,31.6984855244077,31.0609963793734,28.4659196433073,26.056933648121
"ENSMUSG00000000244",92.7098952142946,64.8639435292451,120.073562495033,124.987033563542,131.47299680556,83.471746418211,91.1954050013605,134.628583555174,102.282258069351,179.371960700708,130.756252788182,123.242017892352,135.760539837312,95.8522916341592
"ENSMUSG00000000247",0,5.98744094116108,0,0.961438719719556,0,2.11320877008129,0,1.0276991111082,0,4.22051672236961,0,0,4.3793722528165,0
"ENSMUSG00000000248",3.39182543466931,4.98953411763424,0,5.76863231831734,0,2.11320877008129,4.26146752342806,6.16619466664921,5.32720094111204,9.49616262533161,5.94346603582645,24.0472230033859,2.18968612640825,1.86120954629435
"ENSMUSG00000000253",148.109710647227,131.723700705544,183.04920716026,154.791633874849,178.841944184034,245.13221732943,185.799984021464,227.121503554913,232.265961032485,174.096314797746,239.719796778334,229.450586157307,214.589240388009,181.467930763699
"ENSMUSG00000000266",99.4935460836332,158.667184940769,107.478433561987,102.873943009993,72.5034908854192,158.490657756097,66.4788933654778,112.019203110794,82.0388944931254,101.292401336871,92.12372355531,109.214471140377,62.4060546026352,100.505315499895
"ENSMUSG00000000275",1343.16287212905,1988.82829928901,1480.34748726394,1202.75983836916,931.911536180588,1220.37806472195,1116.50449113815,1536.41017110676,1503.33610558182,1478.23598200995,1231.28804708871,1483.91405283394,1378.40741657399,1552.24876160949
"ENSMUSG00000000276",295.08881281623,372.219245175514,321.595625423759,257.665576884841,290.013963541677,265.207700645202,264.21098645254,255.897078665942,339.875420042948,281.719491218171,247.644418159435,238.468294783576,295.607627065114,284.765060583036
"ENSMUSG00000000278",4557.48277571734,4501.55768092961,4348.67818294947,4694.70526839059,4767.82956062516,4831.85185279087,4540.16749946026,4739.74830043103,4579.26192897991,5513.0499685953,3943.48971477085,5016.85189908137,4389.22584038534,4123.50974981514
"ENSMUSG00000000282",485.031037157712,414.131331763642,521.438337828079,429.763107714642,455.321922760432,392.00022685008,576.150409167474,394.63645866555,366.511424748508,370.350342387933,379.391248620255,455.89526943919,448.885655913691,397.368238133844
"ENSMUSG00000000290",1248.19175995831,1430.9983849375,1131.04257818748,1317.17104601579,1022.78257809031,1172.83086739512,1145.48247029746,1276.40229599639,1191.16213043265,1199.68187833356,1072.79561946667,1262.47920767776,1280.96638394883,1332.62603514676
"ENSMUSG00000000295",465.810693027919,273.426469646356,361.900038009504,577.824670551453,369.284446909735,513.509731129754,453.420144492746,336.057609332382,427.241515477185,333.420821067199,451.70341872281,405.796888182136,432.46300996563,344.323766064455
"ENSMUSG00000000296",128.889366517434,121.744632470275,130.989340903672,181.711918026996,186.575649878479,151.094427060812,155.969711357467,69.8835395553578,142.768985221803,130.836018393458,134.718563478733,141.277435144892,128.096638394883,105.158339365631
"ENSMUSG00000000301",98.3629376054101,76.8388254115673,76.4104488604754,89.4138009339187,69.6033512500024,53.8868236370729,94.604579020103,77.0774333331152,75.6462533637909,68.5833967385061,60.4252380309022,50.0983812570539,72.2596421714723,95.8522916341592
"ENSMUSG00000000303",37.3100797813625,19.9581364705369,41.1440878479483,56.7248844634538,37.701815260418,73.9623069528452,38.3532077108526,72.9666368886824,47.9448084700083,45.3705547654733,54.4817719950758,67.1318308844522,43.793722528165,26.9875384212681
"ENSMUSG00000000305",0,0.997906823526847,0,0,0,0,0,0,0,0,0,0,5.47421531602063,0
"ENSMUSG00000000308",0,0,0,0,0,0,0.852293504685612,0,0,2.1102583611848,0,1.00196762514108,0,0
"ENSMUSG00000000317",399.104792812756,329.30925176386,408.082177430671,353.809448856797,366.384307274318,250.415239254633,432.112806875606,332.974511999058,482.644405264751,648.904446064327,523.025011152728,507.997585946526,383.195072121444,490.428715448562
"ENSMUSG00000000318",66.7059002151632,82.8262663527283,99.9213562021601,90.3752396536383,97.6380343923645,131.01894374504,57.9559583186216,102.76991111082,153.423387104027,160.379635450045,269.437126957466,218.428942280755,169.700674796639,80.0320104906572
"ENSMUSG00000000320",7.91425934756173,27.9413910587517,6.71740209762421,5.76863231831734,13.5339849652782,19.0188789307316,15.341283084341,15.415486666623,12.7852822586689,16.8820668894784,5.94346603582645,18.0354172525394,28.4659196433073,12.0978620509133
"ENSMUSG00000000325",88.1874613014022,73.8451049409867,109.157784086393,92.2981170930774,145.006981770838,100.377416578861,125.287145188785,91.46522088863,124.656502022022,113.953951503979,115.897587698616,125.245953142635,137.95022596372,84.6850343563931
"ENSMUSG00000000326",1837.23877711255,1532.78488093724,1760.79902483975,2033.44289220686,1869.62335163201,2231.54846120584,1892.09158040206,1903.29875377239,2462.23227498198,1893.95687916336,2601.25696834671,2074.07298404203,2559.74308177125,2164.58670234033
"ENSMUSG00000000339",1410.99938082243,1165.55516987936,1181.42309391966,1161.41797342122,1060.48439335073,911.849584290077,1316.79346473927,1326.75955244069,1392.53032600669,1246.10756227963,1101.52237197317,1110.18012865631,1168.1975484388,1280.51216785052
"ENSMUSG00000000340",782.381066930389,816.287781644961,624.718395079052,934.518435567409,753.069591996554,1011.1703964839,710.812782907801,717.333979553525,908.820480553714,690.054484107431,726.093434043465,701.377337598754,788.28700550697,692.3699512215
"ENSMUSG00000000346",5129.57066569823,4861.8020442228,5144.69033151794,5305.21885541251,5688.14053826409,5227.02189279608,5431.66650536141,5482.77475776226,5403.91263466405,5706.13860864371,4976.66222733202,5220.25132698501,5005.62248496926,5289.55753056855
"ENSMUSG00000000355",871.699136710014,771.381974586253,844.713313776244,871.063480065918,810.105671493084,876.981639583736,781.553143796707,932.123093775139,948.241767517943,891.584157600579,930.15243460684,889.747251125277,994.117501389346,923.159934961999
"ENSMUSG00000000359",331.26828411937,176.629507764252,315.717898588338,304.776074151099,586.794919565993,408.90589701073,397.168773183495,390.525662221117,650.983955003891,602.478762118261,749.867298186771,704.383240474177,737.924224599581,480.192062943943
"ENSMUSG00000000365",0,8.98116141174163,0.839675262203026,1.92287743943911,1.93342642361118,7.39623069528452,3.40917401874245,4.11079644443281,4.26176075288963,2.1102583611848,4.95288836318871,6.01180575084646,6.56905837922475,1.86120954629435
"ENSMUSG00000000374",618.442837588038,953.001016468139,638.992874536503,639.356748613505,597.428764895854,595.924873162924,738.938468562426,568.317608442836,514.607610911423,504.351748323168,638.922598851344,589.156963582953,551.800903854879,706.329022818707
"ENSMUSG00000000378",1552.32544060032,1424.01303717281,1335.92334216501,1637.3301396824,1357.26534937505,1525.73673199869,1259.68979992534,1429.52946355151,1439.40969428847,1312.58070065695,1469.02668852177,1250.45559617606,1334.61369404583,1488.96763703548
"ENSMUSG00000000384",1109.12691713687,1390.0842051729,1157.07251131577,1266.21479387066,1352.43178331602,1005.88737455869,1219.63200520511,1120.19203110794,1148.54452290376,1013.9791425493,1253.08075588674,1107.17422578089,1240.45719061027,1178.14564280433
"ENSMUSG00000000385",0,0,0,0,0,2.11320877008129,1.70458700937122,0,3.19632056466722,0,0,0,0,0
"ENSMUSG00000000386",73.4895510845018,63.8660367057182,114.195835659612,74.0307814184058,105.371740086809,66.5660762575607,89.4908179919893,292.894246665838,265.294606867379,101.292401336871,237.738641433058,167.32859339856,137.95022596372,194.49639758776
"ENSMUSG00000000392",1235.75506669785,1652.53369976046,669.221183975812,613.397903181077,638.030719791689,486.038017118697,679.277923234433,431.633626665445,456.00840055919,525.454331935016,486.373637265131,506.995618321385,363.48789698377,442.967872018056
"ENSMUSG00000000394",0,0.997906823526847,0,2.88431615915867,0,0,0,0,0,0,1.98115534527548,0,2.18968612640825,0.930604773147177
"ENSMUSG00000000399",2100.67055253853,1862.0941327011,2335.97657944882,2445.90010296655,2179.9382926216,3136.00181480064,2382.16034559629,2794.3138831032,2526.15868627533,2042.73009362689,2206.01647696425,2453.8187139705,2529.08747600153,2349.77705219662
"ENSMUSG00000000402",6.78365086933863,0.997906823526847,13.4348041952484,0.961438719719556,12.5672717534727,0,8.52293504685612,8.22159288886562,10.6544018822241,8.44103344473921,1.98115534527548,8.01574100112862,7.66390144242888,0.930604773147177
"ENSMUSG00000000409",59.9222493458246,19.9581364705369,48.7011652077755,69.223587819808,41.5686681076403,66.5660762575607,36.6486207014813,75.0220351108988,88.4315356224598,65.4180091967289,91.1331458826723,80.1574100112862,143.42444127974,56.7668911619778
"ENSMUSG00000000416",15.8285186951235,2.99372047058054,27.7092836526999,6.73007103803689,11.6005585416671,11.6226482354471,9.37522855154174,5.13849555554101,17.0470430115585,13.7166793477012,10.8963543990152,6.01180575084646,10.9484306320413,12.0978620509133
"ENSMUSG00000000420",7302.60016084303,8276.63919433167,7599.06112293739,7223.28910125303,6421.87586602453,7408.90994790501,6499.59026673248,7926.64324397756,5383.66927108783,5388.54472528539,4563.59133784208,5367.54056788075,4828.25790873019,6651.03231368287
"ENSMUSG00000000439",350.488628249163,364.235990587299,361.900038009504,285.547299756708,378.951579027791,269.434118185365,310.234835705563,355.583892443438,221.611559150261,349.247758776085,251.606728849986,250.491906285269,258.382962916174,284.765060583036
"ENSMUSG00000000440",135.673017386773,144.696489411393,115.035510921815,187.480550345313,82.1706230034751,163.7736796813,95.4568725247886,56.5234511109511,89.4969758106822,56.9769757519897,70.3310147572797,82.1613452615683,83.2080728035135,69.7953579860383
"ENSMUSG00000000441",434.153655637672,752.421744939243,482.81327576674,214.400834497461,356.717175156262,201.811437542763,416.771523791264,397.719555998874,219.480678773816,213.136094479665,207.030733581288,249.489938660128,280.279824180256,453.204524522675
"ENSMUSG00000000486",124.366932604542,77.8367322350941,175.492129800433,238.43680249045,191.409215937507,152.151031445853,147.446776310611,165.459556888421,349.46438173695,236.348936452698,262.503083249002,262.515517786962,204.735652819171,155.410997115579
"ENSMUSG00000000489",531.385984764859,514.919920939853,591.131384590931,505.716766572487,618.696455555577,512.453126744713,556.547658559705,517.960351998534,1027.0843414464,1194.4062324306,531.940210206467,848.666578494492,717.122206398702,569.530121166072
"ENSMUSG00000000530",318.831590858916,259.45577411698,369.457115369332,257.665576884841,258.112427552092,272.603931340487,288.075204583737,293.921945776946,419.783434159629,648.904446064327,436.844753633244,360.708345050788,283.564353369869,340.601346971867
"ENSMUSG00000000531",445.459740419903,633.670832939548,680.136962384451,527.829857126036,799.471826163222,608.604125783412,710.812782907801,744.054156442338,869.399193589485,820.890502500888,869.727196575937,785.542618110605,832.080728035136,644.909107790994
"ENSMUSG00000000532",356.141670640278,360.244363293192,525.636714139094,512.446837610524,483.356605902795,418.415336476096,611.94673636427,515.904953776317,513.5421707232,649.959575244919,527.977899515916,627.231733338314,510.196867453123,516.485649096683
"ENSMUSG00000000538",760.89950584415,1076.74146258547,762.425138080348,724.924794668545,714.40106352433,657.207927495282,761.950393188938,799.549908442181,605.170026910327,699.550646732762,713.215924299174,686.347823221638,655.810994859271,785.430428536217
"ENSMUSG00000000544",0,0,0,0,0,0,2.55688051405684,0,0,0,1.98115534527548,0,0,0
"ENSMUSG00000000552",819.691146711751,743.440583527501,843.033963251838,937.402751726567,1443.30282522574,903.396749209752,1045.76413024925,940.344686664005,992.990255423284,1159.58696947105,1187.70262949265,1185.32770054189,1134.25741347947,855.225786522255
"ENSMUSG00000000555",9745.84508228316,14973.5918870203,7777.07227852443,8564.49611526181,10760.484760608,7163.77773057558,9359.03497495271,8262.70085330995,11057.1382733721,11354.2451123548,9662.09461890853,11443.4722467362,10844.4205410369,12082.0417697698
"ENSMUSG00000000560",4.52243391289242,3.99162729410739,0.839675262203026,0.961438719719556,0.966713211805589,3.16981315512194,2.55688051405684,10.276991111082,0,11.6064209865164,7.92462138110194,2.00393525028215,5.47421531602063,2.79181431944153
"ENSMUSG00000000561",1935.60171471796,1428.00466446692,1639.04611182031,2343.98759867628,1765.21832475701,2371.02024003121,2097.49431503129,2015.31795688318,2148.9928596446,2303.34700123321,2495.26515737447,2232.38386881432,2084.58119234066,2033.37142932658
"ENSMUSG00000000562",9.04486782578484,10.9769750587953,2.51902578660908,7.69150975775645,4.83356605902795,5.28302192520323,14.4889895796554,11.3046902221902,3.19632056466722,15.826937708886,9.90577672637742,14.0275467519751,6.56905837922475,11.1672572777661
"ENSMUSG00000000563",6906.88719346495,5985.44512751403,6708.16566973998,6881.01691703286,6336.80510338564,7635.02328630371,6981.98839038454,6779.73103598081,7236.46975840659,7518.85054090145,7035.08263107324,7202.14328951406,7088.01399118351,6462.119544734
"ENSMUSG00000000567",3311.55223271547,7693.86160939199,1435.84469836718,2318.99019196357,1433.63569310769,2055.09552890406,1079.00357693199,941.372385775113,967.419690905946,629.912120813664,638.922598851344,831.633128867094,855.072432362422,875.699091531493
"ENSMUSG00000000568",6463.68867000149,5624.20285739731,5599.79432363198,6795.44887097782,5939.48597333354,6781.28694319086,5918.32609653689,6486.83678931497,7828.85450305825,6468.99700621201,6806.25918869392,6575.91352380089,6563.58416390873,6044.27800159091
"ENSMUSG00000000579",133.411800430326,62.8681298821914,106.638758299784,163.444582352325,113.105445781254,97.2076034237394,140.628428273126,56.5234511109511,151.292506727582,144.552697741159,203.068422890737,204.40139552878,165.321302543823,122.839830055427
"ENSMUSG00000000581",2117.62967971188,1959.88900140673,2519.86546187128,2332.45033403964,2363.61380286467,3155.02069373137,2243.23650433253,2932.0255639917,3175.01176090277,2586.12162163198,2902.39258082858,2555.01744410975,2514.85451617988,2294.87137058094
"ENSMUSG00000000594",1997.78518102023,1388.08839152584,1732.25006592484,1905.57154248416,2006.8966277084,1936.7558377795,1697.76866133374,1749.14388710616,1912.46513785922,2455.28560323852,2318.94233164495,1984.89786540447,2042.9771559389,1540.15089955858
"ENSMUSG00000000600",833.258448450428,887.139166115367,669.221183975812,818.184350481342,620.629881979188,855.849551882923,642.629302532952,805.716103108831,785.229418719914,729.094263789349,826.141778979877,627.231733338314,609.827586204698,769.610147392715
"ENSMUSG00000000605",782.381066930389,948.011482350505,845.552989038448,766.266659616486,901.943426614615,789.283475625362,865.077907255897,886.904332886379,772.444136461245,705.881421816317,853.877953813733,772.51703898377,688.656286755395,860.809415161139
"ENSMUSG00000000617",0,0,0,0,0,0,0.852293504685612,0,0,1.0551291805924,0,2.00393525028215,3.28452918961238,0
"ENSMUSG00000000627",13.5673017386773,21.9539501175906,15.1141547196545,13.4601420760738,12.5672717534727,6.33962631024388,12.7844025702842,6.16619466664921,13.8507224468913,6.33077508355441,4.95288836318871,6.01180575084646,8.75874450563301,9.30604773147177
"ENSMUSG00000000628",1365.77504169351,2077.6420065829,883.338375837584,1089.31006944226,730.835188125025,902.340144824712,882.976070854295,676.226015109197,759.658854202577,809.284081514372,557.695229695049,806.583938238567,807.994180644645,905.478444272203
"ENSMUSG00000000631",722.458817584564,945.017761879924,991.656484661774,691.274439478361,884.542588802114,521.962566210079,953.7164317432,930.067695552923,690.40524196812,801.898177250225,656.752996958823,712.398981475306,706.173775766661,889.658163128701
"ENSMUSG00000000632",0,0,1.67935052440605,1.92287743943911,0.966713211805589,2.11320877008129,0.852293504685612,0,0,3.1653875417772,2.97173301791323,9.01770862626969,1.09484306320413,6.51423341203024
"ENSMUSG00000000673",6.78365086933863,9.97906823526847,15.9538299818575,15.3830195155129,7.73370569444471,9.50943946536581,2.55688051405684,23.6370795554887,28.766885082005,15.826937708886,32.6890631970455,22.0432877531037,24.0865473904908,22.3345145555322
"ENSMUSG00000000682",1271.93453800099,654.626876233612,1015.16739200346,1653.67459791764,995.714608159757,1431.69894173008,1204.29072212077,1025.64371288599,1630.12348798028,1951.98898409594,2174.31799143984,1718.37447711695,1935.68253574489,1247.94100079036
"ENSMUSG00000000686",16.9591271733466,11.9748818823222,26.0299331282938,5.76863231831734,22.2344038715285,31.6981315512194,26.421098645254,31.8586724443543,6.39264112933445,22.1577127924404,16.8398204348416,12.0236115016929,13.1381167584495,34.4323766064455
"ENSMUSG00000000690",863.784877362452,476.001554822306,822.042081696763,1298.90371034112,1105.91991430559,1465.51028205138,1053.43477179142,1196.24176532995,1467.11113918226,1078.34202256543,1468.03611084913,1141.24112503569,1319.28589116097,949.21686861012
"ENSMUSG00000000693",2085.97264232163,2180.42640940616,2430.85988407776,2145.93122241405,2340.41268578133,2112.15216569625,2086.41449947038,2759.37211332552,2970.44724476407,1915.05946277521,2215.92225369063,2822.54280002241,2450.25877545083,2949.0865261034
"ENSMUSG00000000706",4.52243391289242,2.99372047058054,1.67935052440605,6.73007103803689,0.966713211805589,0,6.8183480374849,9.24929199997382,4.26176075288963,2.1102583611848,0.990577672637742,1.00196762514108,2.18968612640825,5.58362863888306
"ENSMUSG00000000708",954.233555620301,1157.57191529114,868.224221117929,757.61371113901,828.47322251739,638.18904856455,647.743063561065,818.048492442129,689.339801779898,810.339210694964,586.421982201543,710.395046225024,557.2751191709,850.57276265652
